,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,artist rank,play.count,play.count.th
1461,0.000869,0.754,295867,0.877,0,2,0.0576,-3.486,1,0.0586,132.033,4,0.557,1,I Don't Like,Chief Keef,5,62200745,62200.745
1563,0.00469,0.821,280173,0.469,0,8,0.141,-7.152,1,0.0473,132.002,4,0.321,1,Hate Bein' Sober,Chief Keef,5,94504827,94504.827
1654,0.0324,0.771,246573,0.416,0,0,0.111,-8.188,0,0.0894,131.952,4,0.218,1,Love Sosa,Chief Keef,5,134034442,134034.442
927,0.587,0.464,205387,0.225,5.64E-06,0,0.116,-9.155,1,0.0403,84.677,4,0.209,0,O God Forgive Us,for KING & COUNTRY,4,10486851,10486.851
1228,0.00532,0.529,208520,0.769,0,11,0.19,-6.369,1,0.0469,73.946,4,0.648,0,Priceless,for KING & COUNTRY,4,26606891,26606.891
928,0.0496,0.753,256320,0.708,0.0123,6,0.0872,-7.217,0,0.223,115.004,4,0.445,1,Forever,Majid Jordan,3,10520384,10520.384
929,0.00278,0.231,200920,0.791,0.00055,4,0.396,-4.297,0,0.0446,87.337,4,0.404,0,Snow Cats,AFI,3,10520900,10520.9
930,0.033,0.707,201707,0.929,0.205,8,0.0626,-4.199,0,0.0901,123.004,4,0.403,0,My Friend,EDX,4,10531740,10531.74
1197,0.00518,0.718,148801,0.944,0.477,1,0.114,-5.041,1,0.0386,125.004,4,0.328,0,All I Know,EDX,4,24665067,24665.067
932,0.717,0.423,335333,0.158,0.0075,0,0.0975,-15.59,0,0.0346,106.974,4,0.19,0,All The Way,Bob Berg,3,10613152,10613.152
933,0.133,0.566,208627,0.766,0,11,0.117,-6.87,1,0.0552,139.955,4,0.393,0,Magnify,We Are Messengers,3,10618486,10618.486
934,0.124,0.875,347667,0.532,0.0123,10,0.314,-13.265,0,0.0686,116.556,4,0.704,1,Cool It Now,New Edition,3,10666638,10666.638
936,0.379,0.535,293213,0.374,0.0464,9,0.0914,-8.83,1,0.0317,121.93,3,0.339,1,Hot Dreams,Timber Timbre,3,10895264,10895.264
937,0.043,0.638,196132,0.828,0,7,0.0903,-4.53,1,0.0393,122.037,4,0.102,0,Satellites,DubVision,3,10899320,10899.32
938,0.00333,0.586,238507,0.671,0.916,10,0.0521,-9.787,0,0.0445,91.412,4,0.771,1,Distant Land,Madlib,3,10917998,10917.998
939,0.144,0.736,185588,0.616,2.29E-06,4,0.268,-8.016,1,0.0345,101.966,4,0.89,0,Safe,Bay Ledges,3,10924520,10924.52
941,0.961,0.484,389893,0.0291,0.474,10,0.115,-23.363,1,0.0459,98.434,4,0.38,0,Blue and Sentimental,Julian Dash,3,10947632,10947.632
942,0.16,0.66,172507,0.591,0.848,4,0.632,-8.497,0,0.026,100.034,4,0.835,1,You Are the Right One,Sports,3,11002136,11002.136
943,0.114,0.725,251333,0.661,0,7,0.291,-3.903,1,0.131,127.82,4,0.432,1,I Wanna Be With You,DJ Khaled,5,11022295,11022.295
1426,0.00525,0.7,307467,0.675,0,2,0.657,-6.362,1,0.149,124.882,4,0.227,1,No New Friends - SFTB Remix,DJ Khaled,5,51443430,51443.43
1714,0.0173,0.916,183695,0.571,1.11E-06,10,0.153,-8.241,0,0.2,103.521,4,0.467,1,For Free,DJ Khaled,5,181414529,181414.529
1950,0.0533,0.599,288877,0.667,0,7,0.134,-4.267,1,0.0367,80.984,4,0.811,0,I'm the One,DJ Khaled,5,911075200,911075.2
946,0.0596,0.787,121874,0.81,0.125,5,0.625,-7.822,1,0.0993,77.505,4,0.606,1,Dum Dum,Baauer,4,11166913,11166.913
1449,0.0119,0.473,196664,0.794,0.00218,9,0.418,-5.151,1,0.0462,139.313,4,0.293,1,Harlem Shake,Baauer,4,57262656,57262.656
947,0.158,0.633,155963,0.964,0.0159,2,0.204,-3.573,1,0.0298,124.022,4,0.111,0,Touch The Sky,Cedric Gervais,3,11212105,11212.105
948,0.000103,0.498,322933,0.553,0.528,5,0.273,-6.193,1,0.0332,111.015,4,0.228,1,Kim & Jessie,M83,5,11265189,11265.189
1326,0.000105,0.399,304907,0.761,0.0456,9,0.0757,-6.318,1,0.0334,140.084,4,0.244,1,We Own The Sky,M83,5,34985959,34985.959
1401,0.0301,0.226,247027,0.261,0.0677,2,0.0628,-11.276,1,0.0339,108.915,4,0.0795,1,Outro,M83,5,47809403,47809.403
1874,0.0161,0.526,241440,0.712,0,11,0.179,-6.525,0,0.0356,105.009,4,0.299,1,Midnight City,M83,5,420825543,420825.543
950,0.652,0.865,246610,0.548,0.0161,10,0.113,-7.379,0,0.192,109.989,4,0.879,0,Second Nature,Stalking Gia,3,11318072,11318.072
951,0.141,0.48,179893,0.878,0,6,0.0587,-6.59,0,0.0743,136.006,4,0.19,0,Waiting,Dash Berlin,3,11325216,11325.216
952,0.918,0.331,507533,0.0861,0.902,5,0.106,-21.226,1,0.0354,107.436,4,0.152,0,I Have Dreamed,Christian McBride,3,11334134,11334.134
953,0.912,0.399,325587,0.307,0.623,1,0.115,-14.38,1,0.0347,116.308,4,0.0621,0,Trust,Roy Hargrove,3,11364476,11364.476
954,0.021,0.719,251429,0.81,0.672,8,0.5,-4.769,0,0.0672,126.033,4,0.483,0,Turn Me Up - ViP Mix,MOTi,4,11496994,11496.994
1327,0.0319,0.514,184762,0.862,0.171,0,0.119,-6.329,0,0.156,126.112,4,0.487,0,Livin' 4 Ya,MOTi,4,35032743,35032.743
955,0.96,0.411,246067,0.0416,0.925,1,0.064,-23.23,1,0.0414,97.96,4,0.0746,0,Where Do You Start,Brad Mehldau Trio,3,11513178,11513.178
956,0.0628,0.727,289267,0.548,0.526,10,0.133,-7.393,1,0.0291,107.826,4,0.93,1,Every 1's A Winner - Single Version,Hot Chocolate,3,11574891,11574.891
958,0.00502,0.429,196933,0.725,1.54E-05,2,0.266,-6.156,1,0.0371,82.925,4,0.174,1,To The Top,Twin Shadow,3,11606810,11606.81
1031,0.0019,0.468,260013,0.88,0.00704,1,0.409,-5.086,1,0.057,176.972,4,0.645,1,Five Seconds,Twin Shadow,3,14523461,14523.461
960,0.548,0.706,206148,0.707,0.000313,0,0.1,-5.212,0,0.0351,144.877,4,0.246,1,Temporary View,SBTRKT,3,11676028,11676.028
1075,0.00983,0.795,218147,0.578,0.743,5,0.115,-8.507,0,0.0569,127.014,4,0.639,1,Pharaohs (feat. Roses Gabor),SBTRKT,3,16506618,16506.618
961,0.0111,0.668,212323,0.977,0.17,1,0.363,-2.673,1,0.0515,128.06,3,0.561,0,Blackout,Pegboard Nerds,3,11687684,11687.684
963,0.0245,0.803,316373,0.427,0.405,8,0.0953,-10.819,1,0.0509,118.008,4,0.451,1,Dorothy,Polo & Pan,3,11750190,11750.19
964,0.377,0.818,242067,0.528,0,2,0.131,-10.666,0,0.0716,120.368,4,0.895,1,Spill The Wine,Eric Burdon,3,11774439,11774.439
968,0.275,0.735,212333,0.801,0,1,0.137,-5.067,1,0.0554,123.094,4,0.491,1,Focused - feat. Kid Cudi,Wale,3,11912053,11912.053
969,0.823,0.526,322133,0.17,0.777,9,0.114,-13.089,0,0.0411,117.414,4,0.173,0,Good Morning Heartache,Scott Hamilton,3,11916633,11916.633
1048,0.915,0.487,388347,0.135,0.00353,2,0.686,-11.211,0,0.0434,105.854,5,0.23,0,The Shadow of Your Smile,Scott Hamilton,3,15399965,15399.965
970,0.868,0.42,336373,0.105,0.587,6,0.0957,-20.502,1,0.035,99.873,4,0.108,0,Good Morning.Goodbye,Dan Cray Trio,3,11930152,11930.152
971,0.0476,0.723,418880,0.755,0.00147,10,0.469,-9.381,1,0.0576,97.195,4,0.573,1,Thinking of You,Lord Echo,3,11966755,11966.755
972,0.000483,0.701,224200,0.829,0.00223,6,0.14,-5.749,0,0.0513,132.349,4,0.501,1,The Sound Of San Francisco - Progressive Album Mix,Global Deejays,3,12104736,12104.736
974,0.971,0.633,149072,0.12,0.871,5,0.121,-20.066,0,0.0428,115.51,3,0.473,0,Fools Rush In,Teddy Wilson,3,12160198,12160.198
975,0.00818,0.539,224907,0.582,0.0717,7,0.15,-7.414,1,0.0328,95.07,4,0.249,1,Ride On / Right On,Phosphorescent,3,12168869,12168.869
976,0.183,0.389,297320,0.525,0,9,0.308,-7.941,1,0.0403,143.919,3,0.0963,0,The Cause Of Christ,Kari Jobe,3,12209407,12209.407
979,0.0481,0.603,202853,0.944,0,11,0.342,-3.626,0,0.347,130.035,4,0.398,1,I've Seen Footage,Death Grips,3,12287857,12287.857
982,0.375,0.561,195419,0.588,0,8,0.084,-7.628,1,0.413,83.204,5,0.683,1,And Dat (Ft. Stormzy),Bonkaz,3,12383910,12383.91
983,0.0227,0.816,222920,0.894,7.23E-05,6,0.331,-9.243,1,0.0819,99.995,4,0.968,1,Mi Swing es Tropical,Nickodemus,3,12411019,12411.019
984,0.395,0.644,195107,0.523,0,4,0.093,-7.66,1,0.0378,95.966,4,0.453,0,I Know,Sammy Brue,3,12446396,12446.396
985,0.273,0.793,232251,0.7,0,0,0.174,-6.641,0,0.0572,140.058,4,0.887,1,Evil Friends (feat. Danny Brown) - Jake One Remix,Portugal. The Man,3,12469186,12469.186
986,0.112,0.688,186800,0.795,0,5,0.133,-6.161,1,0.047,125.044,4,0.773,0,Something About the Sunshine,Anna Margaret,3,12512817,12512.817
987,0.895,0.444,151092,0.412,0.64,0,0.145,-11.569,1,0.0465,184.012,3,0.364,1,Sleepwalk,Santo & Johnny,3,12519315,12519.315
988,0.128,0.617,185089,0.524,0.00438,5,0.362,-8.885,0,0.103,142.046,4,0.225,0,Modern Flame (feat. Yuna),Emmit Fenn,3,12561209,12561.209
989,0.0323,0.227,230373,0.635,0.125,7,0.117,-9.169,1,0.0754,170.179,4,0.36,1,High Ball Stepper,Jack White,3,12579012,12579.012
991,0.297,0.722,175613,0.823,0,7,0.489,-3.916,1,0.081,148.23,4,0.855,1,Poppin' My Collar,Three 6 Mafia,4,12622872,12622.872
992,0.354,0.729,176880,0.795,0,7,0.536,-4.579,1,0.144,146.747,4,0.853,1,Poppin' My Collar - feat. Project Pat - Explicit,Three 6 Mafia,4,12622872,12622.872
1115,0.00919,0.944,261973,0.839,0,11,0.0921,-4.141,1,0.108,136.019,4,0.891,1,Sippin On Some Syrup,Three 6 Mafia,4,19224216,19224.216
1328,0.0956,0.788,238467,0.864,0,11,0.335,-5.767,1,0.0335,133.295,4,0.678,1,Stay Fly - Explicit Album Version,Three 6 Mafia,4,35070551,35070.551
994,0.00838,0.587,235440,0.866,3.55E-05,9,0.15,-6.444,1,0.0816,107.986,3,0.42,1,Ambling Alp,Yeasayer,3,12692596,12692.596
995,0.924,0.533,221733,0.148,0.932,0,0.112,-18.275,1,0.0329,63.637,4,0.103,0,Can't Help Loving,Beegie Adair,3,12698589,12698.589
996,0.139,0.718,188160,0.89,0.00103,2,0.341,-3.931,1,0.144,124.943,4,0.304,0,Make U Love Me,Tujamo,3,12753282,12753.282
997,0.93,0.336,314493,0.328,0.732,7,0.111,-15.005,0,0.0386,184.007,3,0.198,0,Emperor Jones - Instrumental,Joe Lovano,3,12815270,12815.27
998,0.0418,0.505,221050,0.705,0,5,0.0815,-6.097,1,0.0395,126.021,4,0.309,0,For You,Demi Lovato,5,12820455,12820.455
1000,0.559,0.628,199140,0.694,0,5,0.0556,-3.909,0,0.0378,130.057,4,0.447,0,Wildfire,Demi Lovato,5,12867755,12867.755
1047,0.242,0.587,192918,0.659,0,7,0.0874,-6.406,0,0.203,150.026,4,0.411,0,Waitin for You,Demi Lovato,5,15216481,15216.481
1070,0.214,0.626,204188,0.695,0,7,0.224,-6.528,0,0.0594,154.023,4,0.586,0,Old Ways,Demi Lovato,5,16372735,16372.735
1211,0.0234,0.556,244014,0.802,0,5,0.398,-5.089,0,0.0694,176.003,4,0.263,0,Kingdom Come,Demi Lovato,5,25392455,25392.455
1784,0.48,0.414,191308,0.469,0,8,0.0974,-7.583,1,0.0485,139.401,3,0.322,0,Stone Cold,Demi Lovato,5,252457997,252457.997
1787,0.0018,0.598,205746,0.748,0.000196,8,0.116,-6.239,1,0.0706,130.057,4,0.321,0,Confident,Demi Lovato,5,254183219,254183.219
1813,0.00477,0.585,214740,0.614,0.000155,10,0.0762,-5.594,0,0.037,114.059,4,0.273,0,Cool for the Summer,Demi Lovato,5,296616682,296616.682
999,0.0604,0.799,333520,0.789,0,0,0.0338,-8.208,1,0.0396,116.081,4,0.833,1,The Magnificent Seven - Remastered,The Clash,3,12844068,12844.068
1001,0.00397,0.763,187960,0.569,7.85E-05,6,0.0755,-5.585,1,0.0401,122.988,4,0.751,0,"Wildside - From ""Adventures in Babysitting""",Sofia Carson,3,12884510,12884.51
1002,0.51,0.63,240000,0.772,2.26E-05,1,0.0881,-6.986,1,0.0297,99.964,4,0.714,0,Aquaman,WALK THE MOON,5,12903525,12903.525
1045,0.0019,0.551,195280,0.732,0,9,0.0764,-6.081,1,0.0627,145.107,4,0.628,0,Quesadilla,WALK THE MOON,5,15137703,15137.703
1068,0.00749,0.446,241253,0.881,0,2,0.13,-4.368,1,0.0545,169.889,4,0.428,0,Portugal,WALK THE MOON,5,16294720,16294.72
1106,0.000366,0.544,245133,0.788,0,5,0.141,-5.593,0,0.0474,148.121,4,0.821,0,Jenny,WALK THE MOON,5,18261279,18261.279
1203,0.00059,0.594,218720,0.858,3.11E-06,9,0.0642,-4.339,1,0.0387,138.021,4,0.646,0,Avalanche,WALK THE MOON,5,25145473,25145.473
1306,0.000797,0.48,222053,0.826,1.01E-06,0,0.125,-4.602,1,0.0397,96,4,0.701,0,Different Colors,WALK THE MOON,5,33300919,33300.919
1345,8.39E-05,0.467,209187,0.794,0.00204,1,0.103,-6.174,0,0.0349,162.435,4,0.577,0,Tightrope,WALK THE MOON,5,37610523,37610.523
1427,0.0283,0.421,175907,0.831,0,4,0.464,-5.128,1,0.107,134.027,4,0.489,0,Work This Body,WALK THE MOON,5,51445680,51445.68
1553,0.00173,0.472,321280,0.844,0,10,0.24,-6.578,1,0.054,140.034,4,0.343,0,Anna Sun,WALK THE MOON,5,89872962,89872.962
1929,0.00701,0.578,199080,0.866,0,1,0.257,-3.804,1,0.0619,128.038,4,0.619,0,Shut Up and Dance,WALK THE MOON,5,696100802,696100.802
1003,0.0487,0.289,273000,0.523,0.000293,6,0.0561,-9.531,1,0.0488,145.556,4,0.366,1,Walk On By - Single Version,Isaac Hayes,3,12915860,12915.86
1004,0.0214,0.587,198426,0.772,0.698,4,0.447,-4.439,0,0.0375,127.978,4,0.201,0,Legacy,Dimitri Vangelis & Wyman,3,13041463,13041.463
1006,0.91,0.421,763467,0.0967,0.415,7,0.218,-16.441,0,0.0509,77.401,4,0.183,0,Gloomy Sunday,Branford Marsalis,3,13111856,13111.856
1008,0.00931,0.715,198750,0.989,0.109,2,0.0475,-1.723,1,0.194,128.054,4,0.679,0,Waist Time,Diplo,3,13172034,13172.034
1009,0.466,0.635,244160,0.54,0,7,0.0524,-8.122,1,0.0246,99.99,4,0.586,0,Don't Love You No More (I'm Sorry),Craig David,3,13220159,13220.159
1010,0.605,0.583,263397,0.515,0.000691,11,0.0931,-9.283,0,0.0571,115.732,4,0.621,1,Way to be Loved,TOPS,3,13220890,13220.89
1014,0.244,0.624,205973,0.752,0,4,0.131,-5.43,1,0.121,134.021,4,0.862,1,Young & Gettin' It - feat. Kirko Bangz,Meek Mill,5,13423004,13423.004
1323,0.00375,0.7,210472,0.693,0,2,0.314,-6.553,1,0.14,133.981,4,0.513,0,Froze (feat. Lil Uzi Vert & Nicki Minaj),Meek Mill,5,34341917,34341.917
1452,0.0415,0.37,250240,0.87,0,5,0.604,-2.09,1,0.271,79.092,4,0.334,0,Ima Boss - feat. Rick Ross,Meek Mill,5,58935927,58935.927
1627,0.0451,0.592,280615,0.701,0,10,0.327,-4.014,0,0.0858,129.501,4,0.299,0,Litty (feat. Tory Lanez),Meek Mill,5,119173791,119173.791
1749,0.317,0.727,197133,0.599,0,1,0.219,-6.941,1,0.327,167.909,3,0.381,1,R.I.C.O. (feat. Drake),Meek Mill,5,211539085,211539.085
1768,0.0242,0.589,223973,0.658,0,11,0.118,-5.288,0,0.203,77.521,4,0.254,0,All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,5,231907733,231907.733
1016,0.903,0.257,376573,0.216,0.134,8,0.0979,-16.266,0,0.0365,65.125,3,0.19,0,Isadora,Christian Scott,3,13486594,13486.594
1018,0.00497,0.574,240453,0.802,0,11,0.333,-4.801,0,0.0299,128.062,4,0.52,0,Beloved,Jordan Feliz,3,13590969,13590.969
1019,0.28,0.555,236667,0.663,0,0,0.107,-5.628,1,0.042,75.976,4,0.295,0,Forgiven,Crowder,3,13624033,13624.033
1020,0.081,0.651,253587,0.77,6.54E-05,0,0.114,-8.08,0,0.0274,112.923,4,0.738,1,Enjoy The Silence - Remastered Version Original,Depeche Mode,3,13669785,13669.785
1021,0.965,0.445,396520,0.0978,0.915,3,0.121,-26.924,1,0.0397,117.283,4,0.172,0,Two Sleepy People,Marcus Gilmore,3,13896647,13896.647
1022,0.0442,0.679,321560,0.462,0.793,3,0.0846,-10.128,1,0.0326,120.012,4,0.289,1,Virile,The Blaze,3,13968172,13968.172
1023,0.0273,0.487,208360,0.759,0,11,0.165,-4.849,1,0.0405,80.958,4,0.238,0,Why Can't I?,Liz Phair,3,13975117,13975.117
1025,0.638,0.71,186627,0.498,0,4,0.0916,-5.478,1,0.0322,136.093,4,0.52,0,Just a Phase,Adam Craig,3,14116305,14116.305
1028,0.403,0.683,142333,0.71,0,9,0.086,-7.445,1,0.114,128.181,4,0.93,1,It's My Party,Lesley Gore,3,14376225,14376.225
1029,0.207,0.833,209490,0.677,3.92E-06,4,0.286,-6.413,1,0.103,132.876,4,0.731,0,My Love Is Like...Wo - Main Mix/Album Version,MМ_a,4,14383720,14383.72
1194,0.0565,0.78,236827,0.69,8.19E-05,1,0.0716,-4.958,0,0.0445,98.002,4,0.327,0,Case Of The Ex (Whatcha Gonna Do),MМ_a,4,24403429,24403.429
1030,0.0833,0.736,218312,0.882,0.000349,11,0.354,-4.285,0,0.0398,126.012,4,0.512,1,Lost You,Zeds Dead,3,14425862,14425.862
1032,0.499,0.571,301587,0.447,0,7,0.125,-8.757,1,0.0338,75.019,4,0.162,0,A Song For Mama,Boyz II Men,5,14525139,14525.139
1180,0.468,0.578,201280,0.375,0,0,0.156,-12.951,1,0.0272,89.605,4,0.561,0,Water Runs Dry,Boyz II Men,5,23361938,23361.938
1346,0.396,0.635,329907,0.53,0,8,0.118,-8.1,1,0.0328,116.631,4,0.204,0,On Bended Knee,Boyz II Men,5,37804474,37804.474
1596,0.105,0.563,235853,0.487,0,2,0.0884,-7.775,1,0.0234,142.53,3,0.248,0,I'll Make Love To You,Boyz II Men,5,106735283,106735.283
1618,0.074,0.642,348893,0.421,0,5,0.0676,-9.32,0,0.0237,74.849,3,0.453,0,End Of The Road,Boyz II Men,5,115937475,115937.475
1034,0.407,0.688,192040,0.488,0,11,0.43,-14.195,0,0.357,69.77,4,0.708,1,Monster Mash,"Bobby ""Boris"" Pickett",3,14644242,14644.242
1036,0.0132,0.807,330920,0.778,0.666,0,0.109,-5.485,1,0.0399,120.001,4,0.797,1,They Don't Know - Original Mix,Disciples,3,14656499,14656.499
1037,0.0293,0.769,214333,0.712,2.12E-06,8,0.103,-4.692,0,0.029,120.975,4,0.948,1,Don't You Evah,Spoon,3,14799138,14799.138
1038,0.0463,0.578,208139,0.825,0.0201,5,0.162,-4.659,0,0.0284,113.907,4,0.959,1,Origins,Tennis,3,14828103,14828.103
1040,0.152,0.726,178507,0.834,0.683,10,0.0845,-5.564,1,0.0565,130.04,4,0.574,1,Work,A$AP Ferg,5,14926093,14926.093
1630,0.0938,0.874,281373,0.704,0,9,0.409,-6.27,1,0.102,119.954,4,0.444,1,Shabba,A$AP Ferg,5,119988442,119988.442
1758,0.0247,0.834,285947,0.732,0,1,0.112,-5.121,1,0.138,130.011,4,0.308,1,Work REMIX,A$AP Ferg,5,222184134,222184.134
1042,0.971,0.428,294587,0.212,0.73,0,0.169,-15.442,0,0.032,98.096,3,0.312,0,Doubts 2,Ibrahim Maalouf,3,14974887,14974.887
1043,0.015,0.607,216453,0.913,0.118,11,0.164,-6.822,1,0.069,124.677,4,0.517,1,Baby Blue,Badfinger,3,15105147,15105.147
1046,0.268,0.562,235947,0.659,0,10,0.133,-5.234,1,0.0824,87.539,4,0.246,0,Pyramid (feat. Iyaz),Charice,3,15158676,15158.676
1049,0.000518,0.771,393387,0.963,0.901,11,0.147,-7.294,1,0.0363,124,4,0.591,1,Au Seve,Julio Bashmore,3,15462328,15462.328
1050,0.199,0.422,204800,0.336,0,0,0.189,-7.199,1,0.0306,108.009,4,0.0974,0,I Have This Hope,Tenth Avenue North,3,15596833,15596.833
1051,0.854,0.354,476164,0.228,0.8,0,0.113,-10.304,1,0.0296,82.758,3,0.0745,1,Cloud Atlas End Title,Tom Tykwer,3,15622781,15622.781
1052,0.901,0.368,428973,0.14,0.874,0,0.0688,-15.005,0,0.045,61.758,4,0.172,0,I Remember Clifford,Lee Morgan,3,15630673,15630.673
1054,0.0364,0.549,202787,0.576,1.94E-06,9,0.147,-6.282,1,0.0263,118.709,3,0.462,0,Fuck You Bitch,Wheeler Walker Jr.,3,15694448,15694.448
1056,0.475,0.539,209531,0.936,0.104,10,0.106,-3.803,1,0.112,128.015,4,0.211,0,Wasted Love (feat. Dougy),Steve Angello,3,15832567,15832.567
1058,0.0909,0.583,199756,0.729,2.02E-05,6,0.367,-4.525,1,0.0314,144.994,4,0.313,0,Be There,Krewella,3,15879922,15879.922
1060,0.0771,0.466,224212,0.849,2.89E-06,9,0.104,-3.85,0,0.0633,183.76,4,0.353,0,On Our Own (feat. Natalie Major),Showtek,3,16032714,16032.714
1061,0.00769,0.771,197933,0.812,0.0013,10,0.37,-6.113,0,0.133,97.721,4,0.524,0,Girl You Know It's True,Milli Vanilli,3,16050312,16050.312
1062,0.64,0.518,405027,0.385,0.000536,9,0.0931,-11.125,0,0.0286,100.878,4,0.264,1,Billie Holiday,Warpaint,3,16059811,16059.811
1063,2.79E-05,0.351,165047,0.915,0.0725,1,0.0972,-4.53,0,0.0881,184.815,4,0.457,0,Serpents,Neck Deep,3,16114334,16114.334
1064,0.314,0.43,193427,0.734,0.000286,9,0.0808,-10.043,0,0.102,133.992,4,0.0537,1,Able to See Me,Hippie Sabotage,4,16144220,16144.22
1432,0.000599,0.487,324807,0.68,0.0339,7,0.144,-8.497,0,0.0408,94.46,3,0.076,1,Your Soul,Hippie Sabotage,4,52841996,52841.996
1066,0.466,0.657,204960,0.485,0,3,0.0889,-5.634,0,0.0672,135.805,4,0.402,0,First Heartbreak,Tori Kelly,4,16215731,16215.731
1473,0.122,0.498,197847,0.586,0,6,0.106,-5.936,1,0.31,81.945,4,0.489,0,Dear No One,Tori Kelly,4,63523786,63523.786
1072,0.134,0.603,246685,0.64,0,1,0.434,-5.215,1,0.291,125.462,4,0.311,1,Bad Boys (feat. Ghetts and J Hus),Stormzy,4,16421547,16421.547
1117,0.102,0.699,197452,0.724,0,1,0.0865,-5.126,1,0.223,140.157,4,0.412,1,Mr Skeng,Stormzy,4,19562035,19562.035
1269,0.202,0.732,156961,0.974,0,1,0.0853,-2.158,1,0.168,137.905,4,0.713,1,Cold,Stormzy,4,29612464,29612.464
1542,0.0313,0.515,238419,0.902,0,6,0.093,-4.729,0,0.383,174.589,5,0.617,1,Big For Your Boots,Stormzy,4,87343484,87343.484
1074,0.0108,0.309,257867,0.325,0.854,6,0.0742,-16.4,0,0.0366,175.88,4,0.46,1,Summer Madness,Kool & The Gang,3,16500768,16500.768
1076,0.102,0.721,263440,0.723,4.40E-06,2,0.0651,-7.08,0,0.0631,88.933,4,0.769,0,No More (Baby I'ma Do Right),3LW,3,16516062,16516.062
1077,0.0923,0.789,175240,0.494,0.000408,1,0.144,-13.702,1,0.0456,104.593,4,0.832,1,Right Place Wrong Time,Dr. John,3,16552476,16552.476
1078,0.0551,0.41,158667,0.738,0,9,0.0988,-3.833,1,0.0719,184.059,4,0.592,0,Like You That Way,Canaan Smith,3,16565732,16565.732
1079,0.243,0.652,294867,0.473,0,0,0.134,-7.981,0,0.0313,123.208,4,0.36,0,For You I Will,Monica,4,16585629,16585.629
1302,0.00373,0.592,250173,0.562,3.23E-05,10,0.223,-6.869,0,0.0239,90.16,4,0.2,0,Angel of Mine - Radio Mix,Monica,4,33006111,33006.111
1080,0.0345,0.589,207145,0.83,0,1,0.344,-5.547,1,0.0984,94.999,4,0.595,0,Gave Me Something,Jess Glynne,5,16612938,16612.938
1821,0.00159,0.642,227344,0.823,0,0,0.0776,-5.717,1,0.0289,122.977,4,0.441,0,Hold My Hand,Jess Glynne,5,306092011,306092.011
1083,0.325,0.531,195252,0.769,0,10,0.305,-2.881,0,0.063,77.351,4,0.454,0,Wildcard,Mickey Valen,3,16739676,16739.676
1085,0.0856,0.605,235000,0.884,0.000162,7,0.0501,-3.094,0,0.0611,125.989,4,0.364,0,Blackout - Madison Mars Radio Mix,Tritonal,3,16950828,16950.828
1086,0.117,0.673,176453,0.813,0,0,0.148,-5.895,1,0.0363,103.999,4,0.638,0,Old Church Choir,Zach Williams,4,16981649,16981.649
1198,0.0189,0.475,195907,0.672,0,0,0.117,-5.925,1,0.0329,77.857,4,0.382,0,Chain Breaker,Zach Williams,4,24776714,24776.714
1087,0.234,0.674,167200,0.706,7.98E-05,8,0.0958,-4.824,1,0.0586,160.023,4,0.962,0,Happy People,Little Big Town,3,16987063,16987.063
1088,0.0257,0.283,186369,0.331,0.00489,0,0.174,-7.459,0,0.0315,101.797,3,0.151,1,Better,Banks,3,17094615,17094.615
1091,0.0372,0.638,210160,0.897,0.00748,7,0.0691,-5.78,0,0.0504,133.948,4,0.915,1,Keep You,Wild Belle,3,17156446,17156.446
1094,0.153,0.725,230400,0.918,0.0328,10,0.113,-4.912,0,0.0676,125.009,4,0.191,1,Feel The Volume,Jauz,3,17279737,17279.737
1095,0.967,0.539,294667,0.0678,0.168,0,0.114,-18.039,1,0.0468,124.105,4,0.257,0,Autumn Nocturne,Lou Donaldson,3,17288258,17288.258
1098,0.0495,0.547,187013,0.513,0,0,0.181,-7.451,1,0.0309,110.54,4,0.262,0,Broken Things,Matthew West,3,17347731,17347.731
1099,0.264,0.62,225800,0.529,0,5,0.354,-5.333,0,0.0353,94.951,4,0.572,0,What 2 Do,DEAN,3,17543316,17543.316
1101,2.15E-05,0.657,214600,0.699,0.153,11,0.0525,-4.718,0,0.0297,123.017,4,0.531,1,Danger! High Voltage (Soulchild Radio Mix),Electric Six,3,17620369,17620.369
1103,0.16,0.85,234827,0.623,0.523,5,0.0395,-12.256,0,0.034,119.891,4,0.963,0,Boys,Sabrina,3,17906389,17906.389
1104,0.185,0.704,282253,0.431,0.0972,8,0.249,-7.893,1,0.131,146.003,4,0.349,1,Blood On the Money,Future,5,18219052,18219.052
1264,0.374,0.772,167158,0.612,2.44E-06,7,0.108,-7.274,0,0.254,142.911,4,0.557,1,Lay Up,Future,5,29232440,29232.44
1330,0.218,0.793,194240,0.607,4.95E-06,4,0.348,-6.488,0,0.0821,140.992,4,0.16,1,Blow a Bag,Future,5,35445300,35445.3
1373,0.0796,0.868,342773,0.627,0,1,0.0983,-4.843,0,0.116,131.097,4,0.314,1,Move That Dope,Future,5,44093139,44093.139
1407,0.0344,0.838,185707,0.412,0.000234,2,0.159,-7.148,1,0.289,75.044,4,0.173,1,Xanny Family,Future,5,48492549,48492.549
1754,0.0303,0.415,251423,0.369,7.64E-06,8,0.383,-10.044,1,0.0741,95.746,4,0.0951,0,Selfish,Future,5,217668093,217668.093
